osm_id,latitude,longitude,addr:city,addr:country,amenity,conflict_date,conflict_type,name,nearest_conflict_dist_km,osm_id,osm_type,religion,school:CD,source
5266898486,-4.3535602,15.2873629,kinshasa,CD,school,2024-01-03,Strategic development,Groupe Scolaire Life Line,4.5,5266898486,node,Kinshasa ,primaire,GPS
5163173199,-4.3533007,15.2853084,kinshasa,CD,school,2024-01-03,Strategic development,EP1 et 2 Bandal Saint Cassien,4.61,5163173199,node,Kinshasa ,primaire,GPS
5416315445,-4.3532918,15.2835511,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Baraka,4.72,5416315445,node,Kinshasa ,primaire,GPS
715862489,-4.3531403,15.2903763,kinshasa,CD,school,2024-01-03,Strategic development,Institut Diangenda,4.28,715862489,node,Kinshasa ,primaire,GPS
5416312771,-4.3526337,15.2834166,kinshasa,CD,school,2024-01-03,Strategic development,Univers scolaire,4.67,5416312771,node,Kinshasa ,primaire,GPS
57363223,-4.352339,15.3243,kinshasa,CD,school,2024-01-03,Strategic development,École Catholique St-Gabriel,3.93,57363223,way,Kinshasa ,primaire,GPS
5407026099,-4.352285,15.2853794,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Kiese,4.51,5407026099,node,Kinshasa ,primaire,GPS
5266898482,-4.3522336,15.2840611,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Maternel Univers Scolaire,4.6,5266898482,node,Kinshasa ,primaire,GPS
704174495,-4.3521735,15.3316536,kinshasa,CD,school,2024-01-03,Strategic development,La Source de Vie - Limete,4.31,704174495,way,Kinshasa ,primaire,GPS
10277664882,-4.3517023,15.2916847,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Ange Raphael,4.07,10277664882,node,Kinshasa ,primaire,GPS
5266898497,-4.3513617,15.2805904,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Ange Raphael,4.77,5266898497,node,Kinshasa ,primaire,GPS
534408566,-4.3510161,15.2840249,kinshasa,CD,school,2024-01-03,Strategic development,Joyeux lutins,4.49,534408566,way,Kinshasa ,primaire,GPS
4235751684,-4.3509125,15.2841388,kinshasa,CD,school,2024-01-03,Strategic development,Joyeux Lutins,4.48,4235751684,node,Kinshasa ,primaire,GPS
5287473698,-4.3508536,15.3366405,kinshasa,CD,school,2024-01-03,Strategic development,Complexe scolaire Bienheureux Isidore Bakanja,4.53,5287473698,node,Kinshasa ,primaire,GPS
5263448468,-4.3504123,15.3398699,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Technique et scientifique de Limete,4.73,5263448468,node,Kinshasa ,primaire,GPS
403377016,-4.3502639,15.3200223,kinshasa,CD,school,2024-01-03,Strategic development,Complexe scolaire La Colombe,3.54,403377016,way,Kinshasa ,primaire,GPS
5268094591,-4.3501903,15.2828649,kinshasa,CD,school,2024-01-03,Strategic development,EP 1 et 2 Ango Ango,4.51,5268094591,node,Kinshasa ,primaire,GPS
731877066,-4.3500219,15.3000646,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Armée du Salut,3.52,731877066,way,Kinshasa ,primaire,GPS
13141574673,-4.3496373,15.3112205,kinshasa,CD,school,2024-01-03,Strategic development,Jean Jacques Rousseau,3.3,13141574673,node,Kinshasa ,primaire,GPS
1474335102,-4.3486452,15.2810666,kinshasa,CD,school,2024-01-03,Strategic development,college Baron Harvard,4.52,1474335102,way,Kinshasa ,primaire,GPS
704174502,-4.348383,15.3407798,kinshasa,CD,school,2024-01-03,Strategic development,EIB Le Cartésien,4.65,704174502,way,Kinshasa ,primaire,GPS
5268094578,-4.3483351,15.2872272,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Conventionel Adventiste,4.04,5268094578,node,Kinshasa ,primaire,GPS
1454174919,-4.3481782,15.3410805,kinshasa,CD,school,2024-01-03,Strategic development,CS Marie La Miséricorde,4.66,1454174919,way,Kinshasa ,primaire,GPS
715858837,-4.3475774,15.2929726,kinshasa,CD,school,2024-01-03,Strategic development,École officielle,3.6,715858837,node,Kinshasa ,primaire,GPS
1091195861,-4.3475722,15.2874203,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Simon Kimbangu-Petit Pigeon,3.96,1091195861,way,Kinshasa ,primaire,GPS
1360696707,-4.3474296,15.3253777,kinshasa,CD,school,2024-01-03,Strategic development,École Saint-Marc,3.49,1360696707,way,Kinshasa ,primaire,GPS
362188761,-4.3473974,15.2929316,kinshasa,CD,school,2024-01-03,Strategic development,NA,3.59,362188761,way,Kinshasa ,primaire,GPS
5266898498,-4.3471187,15.2776107,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Ntodo,4.69,5266898498,node,Kinshasa ,primaire,GPS
1359424506,-4.3470209,15.2867147,kinshasa,CD,school,2024-01-03,Strategic development,NA,3.96,1359424506,way,Kinshasa ,primaire,GPS
8932349013,-4.3467954,15.3409357,kinshasa,CD,school,2024-01-03,Strategic development,Saint Charles et Maison Enrica,4.54,8932349013,node,Kinshasa ,primaire,GPS
5219801925,-4.3462634,15.2745047,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Non-conventionnelle Le Vallée,4.9,5219801925,node,Kinshasa ,primaire,GPS
9979906373,-4.3460877,15.3055912,kinshasa,CD,school,2024-01-03,Strategic development,NA,2.94,9979906373,node,Kinshasa ,primaire,GPS
534408574,-4.3459567,15.278507,kinshasa,CD,school,2024-01-03,Strategic development,NA,4.53,534408574,way,Kinshasa ,primaire,GPS
5499321338,-4.3458978,15.2868506,kinshasa,CD,school,2024-01-03,Strategic development,Collège Mixte de Bandalungua,3.86,5499321338,node,Kinshasa ,primaire,GPS
2299738135,-4.3458101,15.2776009,kinshasa,CD,school,2024-01-03,Strategic development,EP1 Ngoma,4.6,2299738135,node,Kinshasa ,primaire,GPS
534408573,-4.3458005,15.278256,kinshasa,CD,school,2024-01-03,Strategic development,NA,4.54,534408573,way,Kinshasa ,primaire,GPS
2299738130,-4.3457856,15.2785116,kinshasa,CD,school,2024-01-03,Strategic development,Institut Salongo,4.52,2299738130,node,Kinshasa ,primaire,GPS
534408572,-4.3457421,15.2785293,kinshasa,CD,school,2024-01-03,Strategic development,NA,4.51,534408572,way,Kinshasa ,primaire,GPS
715858834,-4.3457112,15.293557,kinshasa,CD,school,2024-01-03,Strategic development,École St-Louis,3.39,715858834,node,Kinshasa ,primaire,GPS
1359427042,-4.3457035,15.2936509,kinshasa,CD,school,2024-01-03,Strategic development,NA,3.38,1359427042,way,Kinshasa ,primaire,GPS
9979906376,-4.3456892,15.3001812,kinshasa,CD,school,2024-01-03,Strategic development,NA,3.06,9979906376,node,Kinshasa ,primaire,GPS
5266023718,-4.3456624,15.3322631,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Petite Thérèse,3.77,5266023718,node,Kinshasa ,primaire,GPS
341035699,-4.3455915,15.3015289,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Motema Mpiko,3,341035699,way,Kinshasa ,primaire,GPS
5268094537,-4.3455207,15.2788845,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Les Arc-Anges,4.47,5268094537,node,Kinshasa ,primaire,GPS
9979906372,-4.3454458,15.3082842,kinshasa,CD,school,2024-01-03,Strategic development,NA,2.84,9979906372,node,Kinshasa ,primaire,GPS
9979906375,-4.3454057,15.2992907,kinshasa,CD,school,2024-01-03,Strategic development,NA,3.06,9979906375,node,Kinshasa ,primaire,GPS
731877062,-4.3452849,15.2999114,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Primaire,3.03,731877062,way,Kinshasa ,primaire,GPS
9979906374,-4.3452559,15.3025764,kinshasa,CD,school,2024-01-03,Strategic development,NA,2.93,9979906374,node,Kinshasa ,primaire,GPS
9979906377,-4.345173,15.3006828,kinshasa,CD,school,2024-01-03,Strategic development,NA,2.98,9979906377,node,Kinshasa ,primaire,GPS
731877065,-4.3451074,15.3012106,kinshasa,CD,school,2024-01-03,Strategic development,Ecole christ roi,2.96,731877065,way,Kinshasa ,primaire,GPS
5268094538,-4.3449162,15.279091,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Technique Omisalisa,4.41,5268094538,node,Kinshasa ,primaire,GPS
9979906379,-4.3447772,15.3016806,kinshasa,CD,school,2024-01-03,Strategic development,NA,2.91,9979906379,node,Kinshasa ,primaire,GPS
5109221813,-4.3447082,15.2743345,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Mpieko,4.82,5109221813,node,Kinshasa ,primaire,GPS
341035700,-4.3446892,15.2990348,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Toyokana,3,341035700,way,Kinshasa ,primaire,GPS
5268094543,-4.3446515,15.2791983,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Saint Michel,4.38,5268094543,node,Kinshasa ,primaire,GPS
731877063,-4.3445753,15.3001553,kinshasa,CD,school,2024-01-03,Strategic development,lycée 2 et 3 kasa-vubu,2.94,731877063,way,Kinshasa ,primaire,GPS
9979906378,-4.344507,15.3005058,kinshasa,CD,school,2024-01-03,Strategic development,NA,2.92,9979906378,node,Kinshasa ,primaire,GPS
5176715275,-4.3444428,15.2763632,kinshasa,CD,school,2024-01-03,Strategic development,Ecole CBCO,4.61,5176715275,node,Kinshasa ,primaire,GPS
6939161814,-4.3442302,15.2833986,kinshasa,CD,school,2024-01-03,Strategic development,C.S Outres neuves Academie,3.99,6939161814,node,Kinshasa ,primaire,GPS
9977044011,-4.3439133,15.3131684,kinshasa,CD,school,2024-01-03,Strategic development,EP 1&2 DJOLU,2.68,9977044011,node,Kinshasa ,primaire,GPS
5499321332,-4.3438999,15.297837,kinshasa,CD,school,2024-01-03,Strategic development,Institut Charles Kisolokele,2.98,5499321332,node,Kinshasa ,primaire,GPS
5268094545,-4.343587,15.2808291,kinshasa,CD,school,2024-01-03,Strategic development,Institut Bokolo,4.16,5268094545,node,Kinshasa ,primaire,GPS
6113207115,-4.3434319,15.3478789,kinshasa,CD,school,2024-01-03,Strategic development,Magnificate,4.94,6113207115,node,Kinshasa ,primaire,GPS
6853565957,-4.3432273,15.2739465,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Bukama,4.76,6853565957,node,Kinshasa ,primaire,GPS
5268094548,-4.34302,15.2820924,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Marie Stella,4.02,5268094548,node,Kinshasa ,primaire,GPS
5292873862,-4.34279,15.3153652,kinshasa,CD,school,2024-01-03,Strategic development,École Monseigneur Moke,2.6,5292873862,node,Kinshasa ,primaire,GPS
5291677394,-4.3427621,15.317369,kinshasa,CD,school,2024-01-03,Strategic development,La Grâce,2.66,5291677394,node,Kinshasa ,primaire,GPS
9979906369,-4.3427231,15.3044513,kinshasa,CD,school,2024-01-03,Strategic development,NA,2.6,9979906369,node,Kinshasa ,primaire,GPS
8442701017,-4.3426955,15.3034218,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire KANDA,2.63,8442701017,node,Kinshasa ,primaire,GPS
5182837553,-4.3424186,15.2825918,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Madame de Sévigné Secondaire,3.93,5182837553,node,Kinshasa ,primaire,GPS
5268094520,-4.3423648,15.2734664,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Le Bambin,4.75,5268094520,node,Kinshasa ,primaire,GPS
5194466112,-4.3421562,15.2808573,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Madame de Sévigné Maternelle,4.06,5194466112,node,Kinshasa ,primaire,GPS
1360696706,-4.3420548,15.3209701,kinshasa,CD,school,2024-01-03,Strategic development,École de navigation,2.74,1360696706,way,Kinshasa ,primaire,GPS
1359427039,-4.3417663,15.2830573,kinshasa,CD,school,2024-01-03,Strategic development,Ecole d'Excellence de Kinshasa,3.84,1359427039,way,Kinshasa ,primaire,GPS
2299738186,-4.3416957,15.2772237,kinshasa,CD,school,2024-01-03,Strategic development,NA,4.36,2299738186,node,Kinshasa ,primaire,GPS
9979906368,-4.3415838,15.3037217,kinshasa,CD,school,2024-01-03,Strategic development,NA,2.5,9979906368,node,Kinshasa ,primaire,GPS
5268176448,-4.341533,15.2753413,kinshasa,CD,school,2024-01-03,Strategic development,EP 3 et 4 Institut Makelele,4.53,5268176448,node,Kinshasa ,primaire,GPS
5268094535,-4.3415009,15.2745607,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Les Bambins,4.6,5268094535,node,Kinshasa ,primaire,GPS
6115470311,-4.3414126,15.3468463,kinshasa,CD,school,2024-01-03,Strategic development,College Royal,4.73,6115470311,node,Kinshasa ,primaire,GPS
5499321327,-4.3407654,15.2990976,kinshasa,CD,school,2024-01-03,Strategic development,Ecole La Main Ouverte,2.61,5499321327,node,Kinshasa ,primaire,GPS
5268094533,-4.3407025,15.2740417,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Makanisi,4.6,5268094533,node,Kinshasa ,primaire,GPS
2299738122,-4.3406895,15.2757864,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Publique Saint Jean Baptiste,4.44,2299738122,node,Kinshasa ,primaire,GPS
2299738119,-4.3398453,15.2772631,kinshasa,CD,school,2024-01-03,Strategic development,Collège Saint Michel,4.25,2299738119,node,Kinshasa ,primaire,GPS
486512032,-4.3397785,15.3027124,kinshasa,CD,school,2024-01-03,Strategic development,Ecole primaire,2.34,486512032,way,Kinshasa ,primaire,GPS
331313849,-4.3395332,15.3267984,kinshasa,CD,school,2024-01-03,Strategic development,Collège Saint Raphaël,2.86,331313849,way,Kinshasa ,primaire,GPS
6044190350,-4.339365,15.3463878,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire The Winner's,4.57,6044190350,node,Kinshasa ,primaire,GPS
1204107927,-4.3393068,15.3259804,kinshasa,CD,school,2024-01-03,Strategic development,Complexe scolaire Cardinal Monsengwo,2.78,1204107927,way,Kinshasa ,primaire,GPS
6043731754,-4.3392248,15.3473746,kinshasa,CD,school,2024-01-03,Strategic development,Saint Joseph de Cluny,4.66,6043731754,node,Kinshasa ,primaire,GPS
5268094515,-4.3391901,15.2743247,kinshasa,CD,school,2024-01-03,Strategic development,"Madame de Sévigné- Maternel, Primaire",4.49,5268094515,node,Kinshasa ,primaire,GPS
5268094493,-4.3388745,15.2784473,kinshasa,CD,school,2024-01-03,Strategic development,Village Bondeko,4.08,5268094493,node,Kinshasa ,primaire,GPS
5292873865,-4.3387782,15.3068304,kinshasa,CD,school,2024-01-03,Strategic development,G.S. Mama Zoya,2.12,5292873865,node,Kinshasa ,primaire,GPS
6044078049,-4.3382915,15.3498973,kinshasa,CD,school,2024-01-03,Strategic development,Groupe Scolaire Dinanga,4.87,6044078049,node,Kinshasa ,primaire,GPS
6043767829,-4.3381821,15.3462524,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Primaire Kiwanuka,4.5,6043767829,node,Kinshasa ,primaire,GPS
1359580707,-4.3380198,15.3032671,kinshasa,CD,school,2024-01-03,Strategic development,Athénée de la Victoire,2.14,1359580707,way,Kinshasa ,primaire,GPS
5268094495,-4.3379625,15.2768218,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Beni 2,4.19,5268094495,node,Kinshasa ,primaire,GPS
6043767831,-4.3379599,15.3455133,kinshasa,CD,school,2024-01-03,Strategic development,Collège Saint Francois,4.42,6043767831,node,Kinshasa ,primaire,GPS
6105989204,-4.3373125,15.3486152,kinshasa,CD,school,2024-01-03,Strategic development,Le Prodige Divin,4.69,6105989204,node,Kinshasa ,primaire,GPS
5268094504,-4.3369622,15.2757758,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Mont des Oliviers,4.24,5268094504,node,Kinshasa ,primaire,GPS
532181202,-4.3368624,15.2773339,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Primaire Laïque,4.08,532181202,way,Kinshasa ,primaire,GPS
539437849,-4.3367729,15.2718809,kinshasa,CD,school,2024-01-03,Strategic development,NA,4.62,539437849,way,Kinshasa ,primaire,GPS
5219810499,-4.3367659,15.2714103,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Bolingani,4.67,5219810499,node,Kinshasa ,primaire,GPS
6050630287,-4.3365751,15.3485133,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire La Grace,4.65,6050630287,node,Kinshasa ,primaire,GPS
1359576981,-4.3359929,15.2869029,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Kokolo,3.12,1359576981,way,Kinshasa ,primaire,GPS
6041516468,-4.3352559,15.3387889,kinshasa,CD,school,2024-01-03,Strategic development,complexe scolaire serena,3.61,6041516468,node,Kinshasa ,primaire,GPS
6041492247,-4.3352131,15.3469375,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire Monano I,4.43,6041492247,node,Kinshasa ,primaire,GPS
704174494,-4.3340403,15.3083762,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Madame de Sévigné,1.57,704174494,way,Kinshasa ,primaire,GPS
6039240939,-4.3335428,15.346562,kinshasa,CD,school,2024-01-03,Strategic development,Saint Raphael de Karmaria,4.32,6039240939,node,Kinshasa ,primaire,GPS
1360752803,-4.3335319,15.2815856,kinshasa,CD,school,2024-01-03,Strategic development,NA,3.49,1360752803,way,Kinshasa ,primaire,GPS
6039196508,-4.3331112,15.3473542,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire Saint Denis Wa,4.39,6039196508,node,Kinshasa ,primaire,GPS
6039151839,-4.3330454,15.3461429,kinshasa,CD,school,2024-01-03,Strategic development,Groupe Scolaire Tembele,4.26,6039151839,node,Kinshasa ,primaire,GPS
6039032208,-4.3320157,15.3464466,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire Bon Berger,4.26,6039032208,node,Kinshasa ,primaire,GPS
6039131956,-4.328405,15.3464996,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Primaire,4.15,6039131956,node,Kinshasa ,primaire,GPS
6044159189,-4.3283366,15.3465139,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire Gloria,4.15,6044159189,node,Kinshasa ,primaire,GPS
362438618,-4.3273344,15.3079845,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Armée du Salut,0.85,362438618,way,Kinshasa ,primaire,GPS
362438613,-4.3271248,15.3002248,kinshasa,CD,school,2024-01-03,Strategic development,Eglise Binguiste,1.34,362438613,way,Kinshasa ,primaire,GPS
9979337835,-4.3260447,15.2974185,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Melisa,1.55,9979337835,node,Kinshasa ,primaire,GPS
1360870390,-4.3259503,15.2749106,kinshasa,CD,school,2024-01-03,Strategic development,Jewels International School,3.95,1360870390,way,Kinshasa ,primaire,GPS
1360872737,-4.3257123,15.2713011,kinshasa,CD,school,2024-01-03,Strategic development,Busy Bee,4.34,1360872737,way,Kinshasa ,primaire,GPS
1389924640,-4.3256198,15.3054489,kinshasa,CD,school,2024-01-03,Strategic development,NA,0.8,1389924640,way,Kinshasa ,primaire,GPS
1359727505,-4.3236971,15.287631,kinshasa,CD,school,2024-01-03,Strategic development,Institut Monseigneur Bokeleale,2.51,1359727505,way,Kinshasa ,primaire,GPS
1359726879,-4.3232264,15.2862417,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Monseigneur Shaumba,2.66,1359726879,way,Kinshasa ,primaire,GPS
1359429709,-4.3230478,15.2939043,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Notre Dame,1.82,1359429709,way,Kinshasa ,primaire,GPS
129297065,-4.3229502,15.3109691,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Kabambare,0.35,129297065,way,Kinshasa ,primaire,GPS
5499427140,-4.322862,15.2892861,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire La Puisette Ngoika,2.32,5499427140,node,Kinshasa ,primaire,GPS
1362816363,-4.3227732,15.3116904,kinshasa,CD,school,2024-01-03,Strategic development,Collège Saint Pierre,0.36,1362816363,way,Kinshasa ,primaire,GPS
1372042411,-4.3227082,15.3245429,kinshasa,CD,school,2024-01-03,Strategic development,NA,1.64,1372042411,way,Kinshasa ,primaire,GPS
1359429712,-4.3225413,15.2903551,kinshasa,CD,school,2024-01-03,Strategic development,Collège de la Salle,2.2,1359429712,way,Kinshasa ,primaire,GPS
6282653585,-4.3224751,15.3051724,kinshasa,CD,school,2024-01-03,Strategic development,Institut Saint Jean Baptiste,0.6,6282653585,node,Kinshasa ,primaire,GPS
1427299714,-4.3222981,15.2969722,kinshasa,CD,school,2024-01-03,Strategic development,LYCEE BOENDE,1.47,1427299714,way,Kinshasa ,primaire,GPS
1389924633,-4.3222599,15.3034083,kinshasa,CD,school,2024-01-03,Strategic development,Saint Jean Marie Muzeyi,0.77,1389924633,way,Kinshasa ,primaire,GPS
547207548,-4.3217057,15.3141017,kinshasa,CD,school,2024-01-03,Strategic development,Village Bondeko,0.49,547207548,way,Kinshasa ,primaire,GPS
1389927147,-4.3208371,15.3048329,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire Loboko Naye,0.58,1389927147,way,Kinshasa ,primaire,GPS
1363326279,-4.3190456,15.2878138,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Français René Descartes,2.46,1363326279,way,Kinshasa ,primaire,GPS
1359602927,-4.3188857,15.3001982,kinshasa,CD,school,2024-01-03,Strategic development,NA,1.09,1359602927,way,Kinshasa ,primaire,GPS
37563006,-4.318687,15.2913702,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Prince de Liège,2.07,37563006,way,Kinshasa ,primaire,GPS
1369612841,-4.3186623,15.306312,kinshasa,CD,school,2024-01-03,Strategic development,NA,0.44,1369612841,way,Kinshasa ,primaire,GPS
759366037,-4.3186044,15.2896536,kinshasa,CD,school,2024-01-03,Strategic development,Prins van Luikschool,2.26,759366037,way,Kinshasa ,primaire,GPS
5499358554,-4.3179514,15.2872369,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Bilingue Les Petits Dauphins,2.53,5499358554,node,Kinshasa ,primaire,GPS
9976991400,-4.3174329,15.2930784,kinshasa,CD,school,2024-01-03,Strategic development,Complexe Scolaire Révérend KIM,1.9,9976991400,node,Kinshasa ,primaire,GPS
5499358552,-4.3173871,15.2899727,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Eureka,2.24,5499358552,node,Kinshasa ,primaire,GPS
5500780938,-4.3172306,15.2929687,kinshasa,CD,school,2024-01-03,Strategic development,Ecole Bambinière,1.91,5500780938,node,Kinshasa ,primaire,GPS
362439869,-4.316873,15.3268243,kinshasa,CD,school,2024-01-03,Strategic development,NA,1.9,362439869,way,Kinshasa ,primaire,GPS
5499358550,-4.3168682,15.2912924,kinshasa,CD,school,2024-01-03,Strategic development,CS Clessidra,2.1,5499358550,node,Kinshasa ,primaire,GPS
1362818529,-4.3161073,15.3027484,kinshasa,CD,school,2024-01-03,Strategic development,Centre scolaire Lufungula,0.91,1362818529,way,Kinshasa ,primaire,GPS
362439868,-4.3152683,15.326493,kinshasa,CD,school,2024-01-03,Strategic development,NA,1.9,362439868,way,Kinshasa ,primaire,GPS
2953314337,-4.3151921,15.3263021,kinshasa,CD,school,2024-01-03,Strategic development,Collège saint charles luanga,1.88,2953314337,node,Kinshasa ,primaire,GPS
1372048115,-4.314845,15.3226303,kinshasa,CD,school,2024-01-03,Strategic development,NA,1.51,1372048115,way,Kinshasa ,primaire,GPS
907384629,-4.3141801,15.2842822,kinshasa,CD,school,2024-01-03,Strategic development,La Source de Vie - Royal,2.92,907384629,way,Kinshasa ,primaire,GPS
1372367616,-4.3124882,15.3191581,kinshasa,CD,school,2024-01-03,Strategic development,NA,1.31,1372367616,way,Kinshasa ,primaire,GPS
772918429,-4.310928,15.277268,kinshasa,CD,school,2024-01-03,Strategic development,Institut de la Gombe,3.77,772918429,way,Kinshasa ,primaire,GPS
